"Cycle"  "Average State"  "Average Threshold"  "Clusters"
  3226   -0.2458   -0.3051      5947
  3227   -0.2099   -0.3531      6944
  3228   -0.1604   -0.3879      8325
  3229   -0.0979   -0.4047      8989
  3230   -0.0216   -0.4008      8593
  3231    0.0567   -0.3768      8756
  3232    0.1318   -0.3343      8112
  3233    0.1970   -0.2765      6549
  3234    0.2500   -0.2078      4623
  3235    0.2854   -0.1314      3450
  3236    0.3032   -0.0530      3218
  3237    0.3058    0.0236      3512
  3238    0.2999    0.0982      3847
  3239    0.2882    0.1687      3911
  3240    0.2690    0.2337      4213
  3241    0.2422    0.2910      5007
  3242    0.2059    0.3382      5009
  3243    0.1565    0.3714      5165
  3244    0.0922    0.3867      7026
  3245    0.0173    0.3818      9435
  3246   -0.0586    0.3569     10077
  3247   -0.1292    0.3158      9045
  3248   -0.1901    0.2601      7631
  3249   -0.2400    0.1941      6269
  3250   -0.2740    0.1212      5733
  3251   -0.2926    0.0451      4931
  3252   -0.2960   -0.0296      4172
  3253   -0.2885   -0.1007      3906
  3254   -0.2752   -0.1682      4815
  3255   -0.2547   -0.2294      6045
  3256   -0.2243   -0.2821      6280
  3257   -0.1852   -0.3239      7240
  3258   -0.1353   -0.3521      8427
  3259   -0.0711   -0.3624      8615
  3260    0.0024   -0.3533      7923
  3261    0.0727   -0.3264      8133
  3262    0.1368   -0.2840      7921
  3263    0.1908   -0.2295      6317
  3264    0.2328   -0.1654      4847
  3265    0.2639   -0.0957      3626
  3266    0.2805   -0.0233      3368
  3267    0.2831    0.0477      3555
  3268    0.2752    0.1157      3868
  3269    0.2603    0.1786      3839
  3270    0.2365    0.2350      4415
  3271    0.2025    0.2817      5689
  3272    0.1599    0.3165      5886
  3273    0.1081    0.3375      5905
  3274    0.0458    0.3418      7242
  3275   -0.0218    0.3278      8920
  3276   -0.0878    0.2974      9894
  3277   -0.1441    0.2542      8910
  3278   -0.1906    0.2008      6975
  3279   -0.2275    0.1391      5416
  3280   -0.2549    0.0718      5447
  3281   -0.2700    0.0024      5343
  3282   -0.2716   -0.0657      4593
  3283   -0.2632   -0.1302      4216
  3284   -0.2488   -0.1909      5103
  3285   -0.2262   -0.2444      6293
  3286   -0.1943   -0.2890      6841
  3287   -0.1522   -0.3216      8125
  3288   -0.1000   -0.3406      8835
  3289   -0.0371   -0.3422      8440
  3290    0.0353   -0.3248      7440
  3291    0.1013   -0.2910      7184
  3292    0.1545   -0.2451      7299
  3293    0.1935   -0.1919      6492
  3294    0.2245   -0.1320      5129
  3295    0.2460   -0.0675      4046
  3296    0.2582   -0.0009      3653
  3297    0.2615    0.0654      3676
  3298    0.2542    0.1276      3878
  3299    0.2399    0.1859      3806
  3300    0.2191    0.2385      4246
  3301    0.1895    0.2821      5411
  3302    0.1503    0.3144      6111
  3303    0.0977    0.3329      6304
  3304    0.0318    0.3325      7508
  3305   -0.0415    0.3130      9627
  3306   -0.1066    0.2773      9952
  3307   -0.1556    0.2318      8849
  3308   -0.1895    0.1799      6589
  3309   -0.2148    0.1237      5132
  3310   -0.2344    0.0627      5128
  3311   -0.2463   -0.0004      5379
  3312   -0.2475   -0.0634      4913
  3313   -0.2394   -0.1223      4441
  3314   -0.2251   -0.1771      4955
  3315   -0.2031   -0.2251      5982
  3316   -0.1725   -0.2645      6748
  3317   -0.1318   -0.2925      7534
  3318   -0.0799   -0.3064      8742
  3319   -0.0177   -0.3036      8726
  3320    0.0517   -0.2815      6917
  3321    0.1132   -0.2449      6514
  3322    0.1601   -0.1988      6902
  3323    0.1884   -0.1479      6392
  3324    0.2075   -0.0939      5120
  3325    0.2226   -0.0366      4529
  3326    0.2309    0.0223      3946
  3327    0.2314    0.0803      4042
  3328    0.2230    0.1351      4134
  3329    0.2056    0.1840      4059
  3330    0.1807    0.2270      4457
  3331    0.1452    0.2593      5824
  3332    0.1008    0.2793      6632
  3333    0.0507    0.2857      6478
  3334   -0.0067    0.2773      6942
  3335   -0.0668    0.2534      8488
  3336   -0.1205    0.2168      9225
  3337   -0.1624    0.1710      8693
  3338   -0.1885    0.1202      6812
  3339   -0.2049    0.0668      4987
  3340   -0.2146    0.0121      4540
  3341   -0.2203   -0.0439      5447
  3342   -0.2180   -0.0987      5571
  3343   -0.2069   -0.1496      5246
  3344   -0.1875   -0.1944      5380
  3345   -0.1603   -0.2316      6104
  3346   -0.1260   -0.2591      6589
  3347   -0.0846   -0.2753      7340
  3348   -0.0375   -0.2792      8065
  3349    0.0163   -0.2683      7224
  3350    0.0735   -0.2429      6709
  3351    0.1241   -0.2054      6555
  3352    0.1630   -0.1598      6449
  3353    0.1860   -0.1099      5979
  3354    0.1978   -0.0586      5001
  3355    0.2051   -0.0058      4820
  3356    0.2105    0.0475      4558
  3357    0.2092    0.1002      4143
  3358    0.2012    0.1499      4174
  3359    0.1837    0.1937      4011
  3360    0.1561    0.2292      4753
  3361    0.1191    0.2542      6258
  3362    0.0759    0.2683      6953
  3363    0.0289    0.2700      6749
  3364   -0.0251    0.2569      7312
  3365   -0.0788    0.2306      7688
  3366   -0.1245    0.1933      8715
  3367   -0.1601    0.1483      9405
  3368   -0.1803    0.1003      6841
  3369   -0.1902    0.0515      4656
  3370   -0.1959    0.0019      4325
  3371   -0.2001   -0.0484      5474
  3372   -0.1997   -0.0985      5564
  3373   -0.1918   -0.1454      5613
  3374   -0.1739   -0.1871      5906
  3375   -0.1460   -0.2204      6329
  3376   -0.1093   -0.2430      6978
  3377   -0.0640   -0.2534      7543
  3378   -0.0146   -0.2509      7825
  3379    0.0358   -0.2350      6519
  3380    0.0841   -0.2080      6306
  3381    0.1241   -0.1720      6519
  3382    0.1552   -0.1290      6262
  3383    0.1715   -0.0834      6170
  3384    0.1792   -0.0375      5127
  3385    0.1841    0.0086      4943
  3386    0.1868    0.0556      4775
  3387    0.1843    0.1018      4546
  3388    0.1753    0.1447      4295
  3389    0.1563    0.1819      4464
  3390    0.1258    0.2096      4943
  3391    0.0861    0.2265      6402
  3392    0.0404    0.2308      7239
  3393   -0.0050    0.2238      6899
  3394   -0.0509    0.2058      7006
  3395   -0.0931    0.1773      7281
  3396   -0.1284    0.1403      8361
  3397   -0.1540    0.0986      8508
  3398   -0.1640    0.0561      6516
  3399   -0.1666    0.0139      4889
  3400   -0.1692   -0.0289      4614
  3401   -0.1713   -0.0723      5631
  3402   -0.1697   -0.1154      6238
  3403   -0.1609   -0.1544      6111
  3404   -0.1408   -0.1874      6163
  3405   -0.1122   -0.2119      6825
  3406   -0.0739   -0.2258      7028
  3407   -0.0289   -0.2271      6959
  3408    0.0171   -0.2170      7150
  3409    0.0629   -0.1950      6369
  3410    0.1043   -0.1636      5764
  3411    0.1375   -0.1249      5267
  3412    0.1554   -0.0836      5984
  3413    0.1610   -0.0427      6494
  3414    0.1597   -0.0028      5857
  3415    0.1591    0.0366      5244
  3416    0.1582    0.0758      5191
  3417    0.1565    0.1147      5008
  3418    0.1499    0.1512      4451
  3419    0.1327    0.1828      4421
  3420    0.1039    0.2054      4839
  3421    0.0640    0.2164      6638
  3422    0.0173    0.2151      7934
  3423   -0.0273    0.2022      7159
  3424   -0.0720    0.1786      6944
  3425   -0.1132    0.1447      7451
  3426   -0.1418    0.1051      7633
  3427   -0.1541    0.0645      7332
  3428   -0.1543    0.0258      6391
  3429   -0.1499   -0.0110      5378
  3430   -0.1462   -0.0471      4893
  3431   -0.1429   -0.0823      5355
  3432   -0.1402   -0.1172      5820
  3433   -0.1330   -0.1492      6148
  3434   -0.1154   -0.1759      6691
  3435   -0.0849   -0.1934      7239
  3436   -0.0429   -0.1995      6767
  3437    0.0043   -0.1928      6605
  3438    0.0492   -0.1747      6995
  3439    0.0891   -0.1469      6163
  3440    0.1251   -0.1112      4850
  3441    0.1472   -0.0712      4727
  3442    0.1556   -0.0311      5112
  3443    0.1521    0.0065      6594
  3444    0.1436    0.0412      6628
  3445    0.1361    0.0745      5888
  3446    0.1307    0.1065      5515
  3447    0.1246    0.1370      5117
  3448    0.1147    0.1644      4464
  3449    0.0927    0.1852      4737
  3450    0.0570    0.1951      5879
  3451    0.0103    0.1920      7695
  3452   -0.0371    0.1765      8012
  3453   -0.0807    0.1514      7289
  3454   -0.1186    0.1166      6581
  3455   -0.1464    0.0767      6360
  3456   -0.1633    0.0338      6282
  3457   -0.1656   -0.0086      6651
  3458   -0.1575   -0.0476      6288
  3459   -0.1443   -0.0816      5347
  3460   -0.1315   -0.1132      5383
  3461   -0.1221   -0.1422      5879
  3462   -0.1095   -0.1685      5947
  3463   -0.0934   -0.1896      6743
  3464   -0.0666   -0.2033      7579
  3465   -0.0267   -0.2051      7469
  3466    0.0213   -0.1937      6662
  3467    0.0697   -0.1699      6309
  3468    0.1130   -0.1361      6390
  3469    0.1486   -0.0944      5461
  3470    0.1756   -0.0472      4426
  3471    0.1879    0.0017      4083
  3472    0.1862    0.0484      4524
  3473    0.1704    0.0894      5501
  3474    0.1482    0.1238      6559
  3475    0.1270    0.1525      6123
  3476    0.1098    0.1776      5732
  3477    0.0921    0.1979      5408
  3478    0.0727    0.2137      4857
  3479    0.0412    0.2206      5485
  3480   -0.0036    0.2144      7057
  3481   -0.0559    0.1935      8231
  3482   -0.1050    0.1611      8318
  3483   -0.1484    0.1187      7866
  3484   -0.1787    0.0692      6724
  3485   -0.1962    0.0179      5512
  3486   -0.1982   -0.0318      5439
  3487   -0.1884   -0.0781      6071
  3488   -0.1689   -0.1182      6441
  3489   -0.1431   -0.1505      5508
  3490   -0.1166   -0.1764      5539
  3491   -0.0929   -0.1966      6277
  3492   -0.0698   -0.2111      6614
  3493   -0.0437   -0.2190      7347
  3494   -0.0088   -0.2169      7892
  3495    0.0384   -0.2013      7351
  3496    0.0902   -0.1722      6488
  3497    0.1379   -0.1318      5758
  3498    0.1727   -0.0836      5350
  3499    0.1910   -0.0334      4825
  3500    0.1964    0.0161      4338
  3501    0.1913    0.0636      4090
  3502    0.1796    0.1071      4433
  3503    0.1609    0.1448      5153
  3504    0.1327    0.1744      6404
  3505    0.1021    0.1963      6888
  3506    0.0753    0.2119      6227
  3507    0.0471    0.2196      5756
  3508    0.0174    0.2200      5623
  3509   -0.0200    0.2103      6351
  3510   -0.0683    0.1875      7219
  3511   -0.1192    0.1512      7980
  3512   -0.1632    0.1049      8774
  3513   -0.1878    0.0543      7338
  3514   -0.1931    0.0049      5055
  3515   -0.1875   -0.0414      4362
  3516   -0.1797   -0.0851      4906
  3517   -0.1658   -0.1248      6114
  3518   -0.1467   -0.1586      6658
  3519   -0.1188   -0.1851      6197
  3520   -0.0869   -0.2028      6207
  3521   -0.0551   -0.2124      6963
  3522   -0.0244   -0.2147      7041
  3523    0.0089   -0.2083      7144
  3524    0.0463   -0.1916      7222
  3525    0.0897   -0.1638      6869
  3526    0.1328   -0.1249      6008
  3527    0.1679   -0.0785      4599
  3528    0.1858   -0.0296      4663
  3529    0.1873    0.0172      5248
  3530    0.1794    0.0611      4947
  3531    0.1702    0.1024      4509
  3532    0.1555    0.1399      4531
  3533    0.1341    0.1706      5140
  3534    0.1063    0.1932      6446
  3535    0.0729    0.2074      7352
  3536    0.0372    0.2125      6686
  3537   -0.0001    0.2081      6453
  3538   -0.0372    0.1939      6688
  3539   -0.0737    0.1709      6975
  3540   -0.1127    0.1381      6955
  3541   -0.1484    0.0964      7129
  3542   -0.1745    0.0486      7364
  3543   -0.1856    0.0006      6590
  3544   -0.1815   -0.0443      4850
  3545   -0.1716   -0.0856      4552
  3546   -0.1603   -0.1242      5338
  3547   -0.1453   -0.1586      6335
  3548   -0.1230   -0.1872      6747
  3549   -0.0936   -0.2073      6824
  3550   -0.0547   -0.2160      7353
  3551   -0.0124   -0.2140      8091
  3552    0.0300   -0.2010      7137
  3553    0.0710   -0.1777      6317
  3554    0.1088   -0.1455      6149
  3555    0.1425   -0.1054      5967
  3556    0.1694   -0.0594      4848
  3557    0.1842   -0.0114      4303
  3558    0.1857    0.0355      4686
  3559    0.1764    0.0784      5586
  3560    0.1635    0.1175      5239
  3561    0.1501    0.1531      4592
  3562    0.1349    0.1849      4404
  3563    0.1108    0.2103      5231
  3564    0.0769    0.2250      6435
  3565    0.0337    0.2283      7251
  3566   -0.0149    0.2187      7679
  3567   -0.0653    0.1962      8006
  3568   -0.1098    0.1630      7691
  3569   -0.1453    0.1217      6994
  3570   -0.1700    0.0764      6427
  3571   -0.1842    0.0277      6067
  3572   -0.1894   -0.0205      6074
  3573   -0.1841   -0.0661      5746
  3574   -0.1700   -0.1069      4674
  3575   -0.1564   -0.1439      4654
  3576   -0.1428   -0.1774      5470
  3577   -0.1259   -0.2066      6438
  3578   -0.0988   -0.2284      7072
  3579   -0.0613   -0.2387      7743
  3580   -0.0146   -0.2366      8382
  3581    0.0382   -0.2208      8347
  3582    0.0886   -0.1926      6697
  3583    0.1322   -0.1544      5408
  3584    0.1627   -0.1100      5368
  3585    0.1839   -0.0617      5178
  3586    0.1951   -0.0117      4741
  3587    0.1954    0.0374      4381
  3588    0.1853    0.0825      4511
  3589    0.1684    0.1219      5699
  3590    0.1511    0.1571      5618
  3591    0.1350    0.1888      4960
  3592    0.1155    0.2153      4434
  3593    0.0873    0.2337      5045
  3594    0.0471    0.2406      6588
  3595   -0.0023    0.2341      8005
  3596   -0.0565    0.2135      8763
  3597   -0.1069    0.1803      8314
  3598   -0.1474    0.1388      7179
  3599   -0.1746    0.0915      6518
  3600   -0.1905    0.0413      6637
  3601   -0.1949   -0.0081      5509
  3602   -0.1903   -0.0551      5122
  3603   -0.1778   -0.0981      5589
  3604   -0.1596   -0.1362      4917
  3605   -0.1391   -0.1683      4793
  3606   -0.1212   -0.1967      5765
  3607   -0.1012   -0.2197      7181
  3608   -0.0727   -0.2343      7976
  3609   -0.0305   -0.2363      8088
  3610    0.0221   -0.2251      8067
  3611    0.0781   -0.1985      7697
  3612    0.1282   -0.1599      6331
  3613    0.1669   -0.1130      4997
  3614    0.1897   -0.0621      4437
  3615    0.1974   -0.0115      4548
  3616    0.1938    0.0371      5012
  3617    0.1829    0.0823      4566
  3618    0.1692    0.1227      4373
  3619    0.1498    0.1572      5514
  3620    0.1284    0.1865      6178
  3621    0.1067    0.2107      5719
  3622    0.0831    0.2288      4967
  3623    0.0503    0.2369      5623
  3624    0.0030    0.2319      7109
  3625   -0.0519    0.2123      8722
  3626   -0.1038    0.1795      8975
  3627   -0.1471    0.1368      8130
  3628   -0.1770    0.0881      6591
  3629   -0.1920    0.0384      6096
  3630   -0.1928   -0.0103      5414
  3631   -0.1847   -0.0552      4660
  3632   -0.1725   -0.0966      4899
  3633   -0.1576   -0.1342      5686
  3634   -0.1369   -0.1660      5644
  3635   -0.1132   -0.1908      5334
  3636   -0.0899   -0.2102      6193
  3637   -0.0648   -0.2230      7816
  3638   -0.0305   -0.2268      8121
  3639    0.0145   -0.2176      7702
  3640    0.0646   -0.1948      7058
  3641    0.1110   -0.1613      6836
  3642    0.1462   -0.1196      6065
  3643    0.1687   -0.0744      5096
  3644    0.1796   -0.0277      4384
  3645    0.1805    0.0179      4568
  3646    0.1730    0.0604      5256
  3647    0.1614    0.0991      4939
  3648    0.1465    0.1337      4402
  3649    0.1248    0.1631      5218
  3650    0.0988    0.1845      6258
  3651    0.0707    0.1985      6113
  3652    0.0428    0.2054      5820
  3653    0.0077    0.2025      6422
  3654   -0.0359    0.1884      7418
  3655   -0.0826    0.1619      8427
  3656   -0.1246    0.1256      9156
  3657   -0.1521    0.0843      7262
  3658   -0.1659    0.0409      5597
  3659   -0.1717   -0.0028      5681
  3660   -0.1700   -0.0453      5471
  3661   -0.1601   -0.0841      4869
  3662   -0.1483   -0.1195      4995
  3663   -0.1337   -0.1507      6037
  3664   -0.1141   -0.1765      6446
  3665   -0.0865   -0.1947      6201
  3666   -0.0537   -0.2041      6615
